,age,overall,diff,positioning,fk_accuracy,dribbling,long_passing,agility,ball_control,stamina,strength,interceptions,vision,short_passing,curve,aggression,composure,standing_tackle
149,3.1780538303479458,4.356708826689592,1.6094379124341003,4.204692619390966,4.31748811353631,4.3694478524670215,4.418840607796598,4.31748811353631,4.430816798843313,4.343805421853684,4.0943445622221,4.30406509320417,4.394449154672439,4.418840607796598,4.31748811353631,4.2626798770413155,4.356708826689592,4.290459441148391
150,3.1354942159291497,4.330733340286331,1.9459101490553132,4.2626798770413155,3.912023005428146,4.330733340286331,4.356708826689592,4.110873864173311,4.343805421853684,4.219507705176107,3.970291913552122,4.290459441148391,4.382026634673881,4.382026634673881,3.5263605246161616,4.060443010546419,4.276666119016055,4.2626798770413155
151,3.091042453358316,4.382026634673881,1.6094379124341003,4.3694478524670215,4.3694478524670215,4.430816798843313,4.174387269895637,4.454347296253507,4.382026634673881,4.31748811353631,4.07753744390572,3.044522437723423,4.330733340286331,4.290459441148391,4.343805421853684,4.060443010546419,4.31748811353631,3.2188758248682006
152,3.044522437723423,4.30406509320417,2.0794415416798357,4.204692619390966,4.04305126783455,4.31748811353631,4.290459441148391,4.343805421853684,4.430816798843313,4.219507705176107,4.204692619390966,3.9889840465642745,4.290459441148391,4.394449154672439,4.31748811353631,4.219507705176107,4.248495242049359,4.127134385045092
153,3.1354942159291497,4.356708826689592,1.791759469228055,4.219507705176107,3.9512437185814275,4.418840607796598,4.290459441148391,4.23410650459726,4.382026634673881,4.382026634673881,4.330733340286331,4.356708826689592,4.330733340286331,4.406719247264253,4.31748811353631,4.442651256490317,4.248495242049359,4.356708826689592
154,3.1354942159291497,4.430816798843313,1.791759469228055,4.418840607796598,4.2626798770413155,4.442651256490317,4.290459441148391,4.382026634673881,4.430816798843313,4.406719247264253,4.04305126783455,3.367295829986474,4.442651256490317,4.394449154672439,4.30406509320417,3.9512437185814275,4.31748811353631,3.4657359027997265
157,3.091042453358316,4.31748811353631,1.791759469228055,3.9889840465642745,3.6109179126442243,4.30406509320417,4.276666119016055,4.330733340286331,4.356708826689592,4.30406509320417,4.204692619390966,4.30406509320417,4.356708826689592,4.330733340286331,4.0943445622221,4.382026634673881,4.31748811353631,4.30406509320417
158,3.1354942159291497,4.430816798843313,1.6094379124341003,4.31748811353631,4.0943445622221,4.465908118654584,4.430816798843313,4.3694478524670215,4.48863636973214,4.330733340286331,4.219507705176107,4.343805421853684,4.454347296253507,4.477336814478207,4.330733340286331,4.31748811353631,4.499809670330265,4.3694478524670215
159,2.8903717578961645,4.174387269895637,2.9444389791664403,4.1588830833596715,3.4965075614664802,4.31748811353631,3.6888794541139363,4.454347296253507,4.248495242049359,4.189654742026425,3.6635616461296463,2.3978952727983707,4.0943445622221,3.8918202981106265,3.784189633918261,3.367295829986474,4.23410650459726,2.70805020110221
160,3.091042453358316,4.356708826689592,1.9459101490553132,4.30406509320417,4.219507705176107,4.418840607796598,4.330733340286331,4.330733340286331,4.382026634673881,4.465908118654584,4.343805421853684,4.248495242049359,4.343805421853684,4.3694478524670215,4.23410650459726,4.430816798843313,4.330733340286331,4.290459441148391
161,3.044522437723423,4.248495242049359,2.4849066497880004,4.23410650459726,4.31748811353631,4.219507705176107,4.219507705176107,4.204692619390966,4.290459441148391,4.48863636973214,4.110873864173311,4.174387269895637,4.248495242049359,4.290459441148391,4.189654742026425,4.0943445622221,4.1588830833596715,4.174387269895637
162,3.1354942159291497,4.343805421853684,1.6094379124341003,4.30406509320417,3.871201010907891,4.356708826689592,4.31748811353631,4.219507705176107,4.3694478524670215,4.5217885770490405,4.442651256490317,4.382026634673881,4.248495242049359,4.3694478524670215,4.060443010546419,4.454347296253507,4.330733340286331,4.356708826689592
163,3.1780538303479458,4.343805421853684,1.791759469228055,4.31748811353631,3.9512437185814275,4.31748811353631,4.276666119016055,4.394449154672439,4.356708826689592,4.532599493153256,4.343805421853684,4.3694478524670215,4.30406509320417,4.382026634673881,3.9318256327243257,4.465908118654584,4.382026634673881,4.3694478524670215
164,3.091042453358316,4.330733340286331,1.9459101490553132,4.290459441148391,3.9512437185814275,4.3694478524670215,4.30406509320417,4.382026634673881,4.382026634673881,4.2626798770413155,4.110873864173311,4.204692619390966,4.31748811353631,4.343805421853684,4.23410650459726,4.007333185232471,4.356708826689592,4.174387269895637
165,3.1354942159291497,4.31748811353631,1.9459101490553132,4.30406509320417,4.248495242049359,4.3694478524670215,3.912023005428146,4.394449154672439,4.356708826689592,4.276666119016055,4.174387269895637,3.4339872044851463,4.290459441148391,4.23410650459726,4.356708826689592,4.060443010546419,4.31748811353631,3.4965075614664802
166,2.995732273553991,4.30406509320417,2.4849066497880004,4.23410650459726,3.8501476017100584,4.406719247264253,3.912023005428146,4.406719247264253,4.394449154672439,3.9889840465642745,3.5553480614894135,2.995732273553991,4.248495242049359,4.276666119016055,4.276666119016055,3.713572066704308,4.276666119016055,3.1354942159291497
167,3.091042453358316,4.343805421853684,1.791759469228055,4.356708826689592,4.174387269895637,4.406719247264253,4.110873864173311,4.330733340286331,4.3694478524670215,4.23410650459726,4.23410650459726,3.258096538021482,4.23410650459726,4.30406509320417,4.23410650459726,3.4965075614664802,4.330733340286331,3.367295829986474
168,3.091042453358316,4.290459441148391,2.3978952727983707,4.127134385045092,3.8918202981106265,4.382026634673881,3.9889840465642745,4.356708826689592,4.30406509320417,4.1588830833596715,3.9512437185814275,3.295836866004329,4.248495242049359,4.2626798770413155,3.970291913552122,3.871201010907891,4.0943445622221,3.258096538021482
169,3.1354942159291497,4.418840607796598,1.791759469228055,4.343805421853684,4.1588830833596715,4.48863636973214,4.330733340286331,4.48863636973214,4.430816798843313,4.219507705176107,3.9318256327243257,3.58351893845611,4.330733340286331,4.356708826689592,4.406719247264253,3.9889840465642745,4.382026634673881,3.4011973816621555
170,3.044522437723423,4.276666119016055,2.1972245773362196,4.1588830833596715,3.6635616461296463,4.290459441148391,4.30406509320417,4.276666119016055,4.290459441148391,4.30406509320417,4.356708826689592,4.007333185232471,4.30406509320417,4.31748811353631,4.1588830833596715,4.174387269895637,4.174387269895637,4.174387269895637
171,2.995732273553991,4.276666119016055,2.302585092994046,4.248495242049359,4.204692619390966,4.343805421853684,4.060443010546419,4.418840607796598,4.330733340286331,4.204692619390966,3.9512437185814275,3.7376696182833684,4.204692619390966,4.219507705176107,4.189654742026425,3.7376696182833684,4.0943445622221,3.6109179126442243
172,3.044522437723423,4.343805421853684,2.1972245773362196,4.290459441148391,3.8501476017100584,4.343805421853684,4.31748811353631,4.3694478524670215,4.3694478524670215,4.465908118654584,4.219507705176107,4.219507705176107,4.343805421853684,4.3694478524670215,4.219507705176107,4.31748811353631,4.406719247264253,4.2626798770413155
173,3.091042453358316,4.31748811353631,1.9459101490553132,4.23410650459726,4.3694478524670215,4.356708826689592,4.2626798770413155,4.356708826689592,4.343805421853684,4.30406509320417,3.8066624897703196,3.58351893845611,4.219507705176107,4.30406509320417,4.343805421853684,3.7612001156935624,4.276666119016055,3.4657359027997265
174,3.091042453358316,4.442651256490317,1.791759469228055,4.406719247264253,4.330733340286331,4.465908118654584,4.23410650459726,4.454347296253507,4.442651256490317,4.465908118654584,4.330733340286331,3.7376696182833684,4.406719247264253,4.394449154672439,4.406719247264253,4.290459441148391,4.406719247264253,3.6888794541139363
175,3.044522437723423,4.31748811353631,2.0794415416798357,4.23410650459726,4.23410650459726,4.418840607796598,4.1588830833596715,4.418840607796598,4.356708826689592,4.219507705176107,3.8066624897703196,3.6109179126442243,4.30406509320417,4.30406509320417,4.356708826689592,3.9512437185814275,4.30406509320417,3.7376696182833684
176,3.044522437723423,4.31748811353631,1.9459101490553132,4.276666119016055,3.784189633918261,4.406719247264253,4.174387269895637,4.276666119016055,4.3694478524670215,4.23410650459726,4.0943445622221,3.367295829986474,4.290459441148391,4.290459441148391,4.204692619390966,3.912023005428146,4.290459441148391,3.4339872044851463
177,3.1780538303479458,4.442651256490317,1.0986122886681098,4.31748811353631,3.9889840465642745,4.330733340286331,4.406719247264253,4.219507705176107,4.406719247264253,4.430816798843313,4.3694478524670215,4.418840607796598,4.406719247264253,4.442651256490317,4.174387269895637,4.330733340286331,4.442651256490317,4.430816798843313
178,3.1354942159291497,4.330733340286331,1.6094379124341003,4.290459441148391,4.30406509320417,4.382026634673881,4.30406509320417,4.276666119016055,4.382026634673881,4.330733340286331,4.2626798770413155,3.6888794541139363,4.343805421853684,4.3694478524670215,4.406719247264253,4.2626798770413155,4.31748811353631,3.9889840465642745
179,3.1354942159291497,4.343805421853684,1.791759469228055,4.219507705176107,3.9889840465642745,4.442651256490317,4.276666119016055,4.465908118654584,4.418840607796598,4.290459441148391,3.6109179126442243,3.6635616461296463,4.290459441148391,4.343805421853684,4.204692619390966,3.828641396489095,4.204692619390966,3.912023005428146
180,3.1780538303479458,4.31748811353631,1.791759469228055,4.31748811353631,3.9318256327243257,4.382026634673881,4.290459441148391,4.204692619390966,4.382026634673881,4.30406509320417,4.343805421853684,4.276666119016055,4.343805421853684,4.31748811353631,4.174387269895637,4.31748811353631,4.394449154672439,4.248495242049359
181,3.091042453358316,4.343805421853684,1.791759469228055,4.30406509320417,3.9889840465642745,4.31748811353631,4.07753744390572,4.442651256490317,4.330733340286331,4.454347296253507,3.912023005428146,3.7376696182833684,4.219507705176107,4.290459441148391,4.2626798770413155,4.219507705176107,4.248495242049359,3.6635616461296463
182,3.1354942159291497,4.248495242049359,2.3978952727983707,4.04305126783455,3.6635616461296463,4.143134726391533,4.219507705176107,3.970291913552122,4.204692619390966,4.442651256490317,4.343805421853684,4.204692619390966,4.127134385045092,4.248495242049359,3.8501476017100584,4.276666119016055,4.143134726391533,4.219507705176107
183,3.1354942159291497,4.330733340286331,1.791759469228055,3.4339872044851463,3.713572066704308,4.174387269895637,4.204692619390966,4.382026634673881,4.189654742026425,4.48863636973214,4.110873864173311,4.418840607796598,4.0943445622221,4.248495242049359,3.8501476017100584,4.499809670330265,4.174387269895637,4.382026634673881
184,3.091042453358316,4.382026634673881,1.791759469228055,4.356708826689592,4.330733340286331,4.454347296253507,4.343805421853684,4.442651256490317,4.430816798843313,4.30406509320417,4.143134726391533,4.23410650459726,4.3694478524670215,4.406719247264253,4.394449154672439,4.127134385045092,4.3694478524670215,4.276666119016055
185,3.091042453358316,4.290459441148391,2.0794415416798357,4.110873864173311,4.204692619390966,4.31748811353631,4.219507705176107,4.454347296253507,4.356708826689592,4.330733340286331,4.02535169073515,3.713572066704308,4.330733340286331,4.276666119016055,4.204692619390966,3.713572066704308,4.276666119016055,3.58351893845611
186,3.1780538303479458,4.382026634673881,1.6094379124341003,4.0943445622221,3.828641396489095,4.23410650459726,4.3694478524670215,4.060443010546419,4.3694478524670215,4.30406509320417,4.330733340286331,4.3694478524670215,4.219507705176107,4.382026634673881,4.189654742026425,4.418840607796598,4.174387269895637,4.382026634673881
187,3.044522437723423,4.330733340286331,2.1972245773362196,4.174387269895637,3.7376696182833684,4.248495242049359,4.276666119016055,4.3694478524670215,4.2626798770413155,4.454347296253507,4.219507705176107,4.30406509320417,4.2626798770413155,4.343805421853684,3.9512437185814275,4.330733340286331,4.31748811353631,4.330733340286331
188,2.995732273553991,4.465908118654584,1.791759469228055,4.418840607796598,3.871201010907891,4.5217885770490405,4.219507705176107,4.51085950651685,4.51085950651685,4.343805421853684,4.204692619390966,3.6635616461296463,4.465908118654584,4.477336814478207,4.394449154672439,3.784189633918261,4.430816798843313,3.713572066704308
189,3.044522437723423,4.382026634673881,1.9459101490553132,4.3694478524670215,4.406719247264253,4.3694478524670215,4.30406509320417,4.3694478524670215,4.406719247264253,4.356708826689592,3.9512437185814275,3.871201010907891,4.394449154672439,4.394449154672439,4.3694478524670215,4.189654742026425,4.343805421853684,3.970291913552122
190,3.091042453358316,4.30406509320417,2.0794415416798357,4.248495242049359,4.07753744390572,4.290459441148391,4.30406509320417,4.330733340286331,4.330733340286331,4.189654742026425,4.1588830833596715,4.248495242049359,4.343805421853684,4.343805421853684,4.204692619390966,4.007333185232471,4.3694478524670215,4.127134385045092
191,3.091042453358316,4.330733340286331,1.9459101490553132,4.30406509320417,4.0943445622221,4.31748811353631,4.276666119016055,4.356708826689592,4.343805421853684,4.442651256490317,4.2626798770413155,4.356708826689592,4.330733340286331,4.330733340286331,4.248495242049359,4.343805421853684,4.276666119016055,4.204692619390966
192,3.091042453358316,4.2626798770413155,2.3978952727983707,4.204692619390966,3.5263605246161616,4.276666119016055,4.0943445622221,4.418840607796598,4.219507705176107,4.276666119016055,4.276666119016055,3.4339872044851463,4.204692619390966,4.219507705176107,4.110873864173311,3.8501476017100584,4.110873864173311,3.784189633918261
193,3.1354942159291497,4.394449154672439,1.3862943611198906,4.394449154672439,4.276666119016055,4.430816798843313,4.189654742026425,4.454347296253507,4.382026634673881,4.418840607796598,4.1588830833596715,4.007333185232471,4.31748811353631,4.30406509320417,4.394449154672439,4.30406509320417,4.3694478524670215,3.9889840465642745
194,3.044522437723423,4.31748811353631,2.1972245773362196,4.276666119016055,3.7376696182833684,4.406719247264253,4.189654742026425,4.532599493153256,4.343805421853684,4.356708826689592,4.060443010546419,3.8918202981106265,4.290459441148391,4.31748811353631,4.1588830833596715,4.060443010546419,4.2626798770413155,3.871201010907891
195,2.995732273553991,4.189654742026425,2.772588722239781,4.189654742026425,4.127134385045092,4.204692619390966,4.060443010546419,4.30406509320417,4.07753744390572,4.174387269895637,4.07753744390572,3.7376696182833684,4.174387269895637,4.143134726391533,4.204692619390966,4.174387269895637,4.060443010546419,3.828641396489095
196,3.044522437723423,4.276666119016055,2.302585092994046,4.174387269895637,4.143134726391533,4.330733340286331,4.189654742026425,4.418840607796598,4.330733340286331,4.0943445622221,3.4011973816621555,3.1780538303479458,4.219507705176107,4.30406509320417,4.007333185232471,2.995732273553991,4.174387269895637,3.1354942159291497
197,3.1354942159291497,4.31748811353631,2.1972245773362196,4.204692619390966,4.219507705176107,4.394449154672439,4.1588830833596715,4.3694478524670215,4.406719247264253,4.219507705176107,4.0943445622221,3.6888794541139363,4.2626798770413155,4.330733340286331,4.382026634673881,3.784189633918261,4.30406509320417,3.258096538021482
198,3.1354942159291497,4.330733340286331,1.791759469228055,4.30406509320417,4.174387269895637,4.418840607796598,4.110873864173311,4.406719247264253,4.330733340286331,4.174387269895637,4.174387269895637,3.713572066704308,4.204692619390966,4.23410650459726,4.23410650459726,4.31748811353631,4.31748811353631,3.9512437185814275
199,3.1354942159291497,4.3694478524670215,1.6094379124341003,4.174387269895637,4.174387269895637,4.248495242049359,4.3694478524670215,4.248495242049359,4.330733340286331,4.418840607796598,4.343805421853684,4.330733340286331,4.330733340286331,4.406719247264253,4.290459441148391,4.430816798843313,4.2626798770413155,4.3694478524670215
200,2.995732273553991,4.290459441148391,2.1972245773362196,4.2626798770413155,3.9889840465642745,4.30406509320417,4.143134726391533,4.382026634673881,4.290459441148391,4.418840607796598,4.204692619390966,3.6635616461296463,4.290459441148391,4.219507705176107,4.189654742026425,3.8066624897703196,4.30406509320417,3.7612001156935624
201,3.091042453358316,4.31748811353631,2.1972245773362196,4.290459441148391,4.343805421853684,4.406719247264253,4.007333185232471,4.406719247264253,4.356708826689592,4.343805421853684,4.343805421853684,3.6635616461296463,4.290459441148391,4.276666119016055,4.31748811353631,4.0943445622221,4.406719247264253,3.828641396489095
202,3.091042453358316,4.330733340286331,1.6094379124341003,4.382026634673881,4.290459441148391,4.430816798843313,4.330733340286331,4.30406509320417,4.382026634673881,4.406719247264253,4.23410650459726,4.060443010546419,4.30406509320417,4.356708826689592,4.382026634673881,4.356708826689592,4.406719247264253,4.1588830833596715
203,3.044522437723423,4.276666119016055,2.1972245773362196,4.060443010546419,3.8918202981106265,4.2626798770413155,4.204692619390966,4.290459441148391,4.290459441148391,4.343805421853684,4.31748811353631,4.219507705176107,4.189654742026425,4.30406509320417,4.143134726391533,4.382026634673881,4.2626798770413155,4.276666119016055
204,3.1780538303479458,4.31748811353631,1.791759469228055,4.330733340286331,3.8066624897703196,4.3694478524670215,4.02535169073515,4.477336814478207,4.276666119016055,4.406719247264253,4.0943445622221,3.258096538021482,4.189654742026425,4.23410650459726,4.02535169073515,4.007333185232471,4.219507705176107,3.2188758248682006
205,3.091042453358316,4.31748811353631,2.1972245773362196,4.204692619390966,3.9318256327243257,4.290459441148391,4.382026634673881,4.07753744390572,4.343805421853684,4.330733340286331,4.2626798770413155,4.31748811353631,4.30406509320417,4.394449154672439,4.02535169073515,4.276666119016055,4.110873864173311,4.343805421853684
206,2.995732273553991,4.23410650459726,2.5649493574615367,4.204692619390966,4.248495242049359,4.23410650459726,4.290459441148391,4.276666119016055,4.276666119016055,4.31748811353631,4.189654742026425,3.970291913552122,4.248495242049359,4.290459441148391,4.204692619390966,3.7376696182833684,4.290459441148391,4.0943445622221
207,3.091042453358316,4.276666119016055,2.1972245773362196,4.174387269895637,4.30406509320417,4.343805421853684,4.248495242049359,4.3694478524670215,4.31748811353631,4.30406509320417,4.02535169073515,3.970291913552122,4.248495242049359,4.290459441148391,4.31748811353631,3.9889840465642745,4.30406509320417,3.9889840465642745
208,3.1780538303479458,4.330733340286331,1.791759469228055,4.23410650459726,4.060443010546419,4.406719247264253,4.174387269895637,4.499809670330265,4.382026634673881,4.189654742026425,3.7376696182833684,3.4965075614664802,4.248495242049359,4.2626798770413155,4.31748811353631,4.007333185232471,4.290459441148391,3.713572066704308
209,3.1354942159291497,4.3694478524670215,1.6094379124341003,4.31748811353631,4.406719247264253,4.356708826689592,4.330733340286331,4.31748811353631,4.3694478524670215,4.394449154672439,4.219507705176107,4.219507705176107,4.394449154672439,4.394449154672439,4.23410650459726,4.174387269895637,4.330733340286331,4.174387269895637
210,3.091042453358316,4.276666119016055,2.1972245773362196,4.04305126783455,3.7376696182833684,4.23410650459726,4.219507705176107,4.110873864173311,4.248495242049359,4.442651256490317,4.219507705176107,4.127134385045092,4.174387269895637,4.276666119016055,3.970291913552122,4.382026634673881,4.23410650459726,4.276666119016055
211,3.044522437723423,4.3694478524670215,1.9459101490553132,3.9512437185814275,3.4657359027997265,4.219507705176107,4.30406509320417,3.970291913552122,4.330733340286331,4.3694478524670215,4.330733340286331,4.356708826689592,4.248495242049359,4.3694478524670215,4.007333185232471,4.382026634673881,4.343805421853684,4.394449154672439
212,3.091042453358316,4.30406509320417,2.0794415416798357,4.204692619390966,4.219507705176107,4.394449154672439,4.23410650459726,4.454347296253507,4.343805421853684,4.31748811353631,3.8918202981106265,4.02535169073515,4.30406509320417,4.31748811353631,4.290459441148391,4.1588830833596715,4.23410650459726,4.060443010546419
213,3.044522437723423,4.31748811353631,2.1972245773362196,4.248495242049359,4.248495242049359,4.356708826689592,4.290459441148391,4.330733340286331,4.382026634673881,4.343805421853684,4.2626798770413155,4.276666119016055,4.31748811353631,4.330733340286331,4.219507705176107,4.382026634673881,4.31748811353631,4.31748811353631
214,2.995732273553991,4.330733340286331,2.302585092994046,4.110873864173311,3.4657359027997265,4.1588830833596715,4.276666119016055,4.276666119016055,4.276666119016055,4.330733340286331,4.2626798770413155,4.343805421853684,4.189654742026425,4.30406509320417,3.784189633918261,4.3694478524670215,4.330733340286331,4.356708826689592
215,3.044522437723423,4.276666119016055,2.5649493574615367,4.189654742026425,4.219507705176107,4.356708826689592,4.02535169073515,4.477336814478207,4.330733340286331,4.110873864173311,3.713572066704308,3.6109179126442243,4.1588830833596715,4.174387269895637,4.30406509320417,3.912023005428146,4.174387269895637,3.4339872044851463
216,3.091042453358316,4.3694478524670215,1.9459101490553132,4.330733340286331,4.276666119016055,4.418840607796598,4.174387269895637,4.5217885770490405,4.394449154672439,4.290459441148391,3.9889840465642745,3.295836866004329,4.382026634673881,4.290459441148391,4.356708826689592,4.174387269895637,4.3694478524670215,3.58351893845611
217,3.091042453358316,4.276666119016055,2.1972245773362196,4.219507705176107,4.248495242049359,4.2626798770413155,4.290459441148391,4.143134726391533,4.23410650459726,4.276666119016055,4.174387269895637,4.127134385045092,4.330733340286331,4.330733340286331,4.204692619390966,4.248495242049359,4.0943445622221,4.204692619390966
218,3.091042453358316,4.330733340286331,1.9459101490553132,4.23410650459726,4.0943445622221,4.442651256490317,4.07753744390572,4.465908118654584,4.382026634673881,4.189654742026425,3.8918202981106265,3.4011973816621555,4.23410650459726,4.30406509320417,4.276666119016055,3.6375861597263857,4.219507705176107,3.332204510175204
219,3.091042453358316,4.30406509320417,2.0794415416798357,4.110873864173311,3.713572066704308,4.2626798770413155,4.219507705176107,4.174387269895637,4.276666119016055,4.356708826689592,4.499809670330265,4.276666119016055,4.248495242049359,4.276666119016055,4.02535169073515,4.406719247264253,4.356708826689592,4.30406509320417
220,3.091042453358316,4.3694478524670215,1.791759469228055,4.3694478524670215,4.1588830833596715,4.394449154672439,4.174387269895637,4.382026634673881,4.382026634673881,4.276666119016055,3.9889840465642745,3.7612001156935624,4.356708826689592,4.356708826689592,4.248495242049359,3.8501476017100584,4.30406509320417,3.8918202981106265
221,3.091042453358316,4.290459441148391,2.0794415416798357,3.9889840465642745,3.7376696182833684,4.1588830833596715,4.290459441148391,4.290459441148391,4.30406509320417,4.276666119016055,4.343805421853684,4.30406509320417,4.219507705176107,4.330733340286331,3.871201010907891,4.31748811353631,4.276666119016055,4.276666119016055
222,3.044522437723423,4.276666119016055,2.302585092994046,4.290459441148391,4.2626798770413155,4.330733340286331,4.330733340286331,4.343805421853684,4.31748811353631,4.290459441148391,4.110873864173311,4.143134726391533,4.31748811353631,4.290459441148391,4.276666119016055,4.0943445622221,4.189654742026425,3.9889840465642745
223,3.044522437723423,4.219507705176107,2.6390573296152584,4.127134385045092,3.6888794541139363,4.330733340286331,4.060443010546419,4.356708826689592,4.276666119016055,3.9512437185814275,3.58351893845611,3.1354942159291497,4.174387269895637,4.1588830833596715,4.189654742026425,3.5553480614894135,4.174387269895637,3.4965075614664802
224,3.091042453358316,4.394449154672439,2.0794415416798357,4.356708826689592,4.248495242049359,4.442651256490317,4.382026634673881,4.406719247264253,4.442651256490317,4.330733340286331,4.204692619390966,4.23410650459726,4.430816798843313,4.442651256490317,4.382026634673881,4.204692619390966,4.406719247264253,4.219507705176107
225,3.1354942159291497,4.3694478524670215,1.9459101490553132,4.248495242049359,3.713572066704308,4.394449154672439,4.3694478524670215,4.3694478524670215,4.418840607796598,4.382026634673881,4.174387269895637,4.143134726391533,4.406719247264253,4.418840607796598,4.290459441148391,4.0943445622221,4.343805421853684,4.174387269895637
226,3.1354942159291497,4.31748811353631,2.1972245773362196,4.23410650459726,4.31748811353631,4.343805421853684,4.290459441148391,4.51085950651685,4.382026634673881,4.406719247264253,4.07753744390572,4.204692619390966,4.31748811353631,4.31748811353631,4.418840607796598,4.394449154672439,4.204692619390966,4.330733340286331
227,3.091042453358316,4.30406509320417,2.0794415416798357,4.343805421853684,3.6375861597263857,4.30406509320417,4.0943445622221,4.31748811353631,4.330733340286331,4.330733340286331,4.204692619390966,3.784189633918261,4.30406509320417,4.290459441148391,4.02535169073515,3.58351893845611,4.394449154672439,3.258096538021482
228,2.995732273553991,4.219507705176107,2.5649493574615367,4.110873864173311,4.1588830833596715,4.276666119016055,4.127134385045092,4.219507705176107,4.2626798770413155,4.189654742026425,4.04305126783455,3.58351893845611,4.30406509320417,4.204692619390966,4.248495242049359,3.6635616461296463,4.0943445622221,3.367295829986474
229,3.044522437723423,4.30406509320417,2.302585092994046,4.276666119016055,4.07753744390572,4.382026634673881,4.143134726391533,4.406719247264253,4.343805421853684,4.290459441148391,3.9512437185814275,4.110873864173311,4.1588830833596715,4.290459441148391,4.219507705176107,4.110873864173311,4.30406509320417,4.23410650459726
230,3.044522437723423,4.418840607796598,1.6094379124341003,4.31748811353631,4.007333185232471,4.430816798843313,4.276666119016055,4.343805421853684,4.418840607796598,4.454347296253507,4.290459441148391,4.356708826689592,4.30406509320417,4.394449154672439,4.219507705176107,4.276666119016055,4.3694478524670215,4.30406509320417
231,3.091042453358316,4.356708826689592,2.1972245773362196,4.31748811353631,4.007333185232471,4.418840607796598,4.07753744390572,4.356708826689592,4.3694478524670215,4.290459441148391,4.248495242049359,2.833213344056216,4.276666119016055,4.23410650459726,4.356708826689592,3.970291913552122,4.356708826689592,2.772588722239781
233,3.1354942159291497,4.31748811353631,1.9459101490553132,4.219507705176107,4.110873864173311,4.31748811353631,4.31748811353631,4.330733340286331,4.330733340286331,4.442651256490317,4.127134385045092,4.276666119016055,4.31748811353631,4.382026634673881,4.110873864173311,3.9889840465642745,4.3694478524670215,4.2626798770413155
234,3.1780538303479458,4.330733340286331,1.791759469228055,4.007333185232471,3.5263605246161616,4.23410650459726,4.2626798770413155,4.3694478524670215,4.290459441148391,4.418840607796598,4.219507705176107,4.394449154672439,4.248495242049359,4.330733340286331,4.007333185232471,4.3694478524670215,4.3694478524670215,4.31748811353631
235,2.995732273553991,4.219507705176107,2.5649493574615367,4.143134726391533,3.912023005428146,4.2626798770413155,4.110873864173311,4.343805421853684,4.276666119016055,4.143134726391533,3.7376696182833684,3.828641396489095,4.1588830833596715,4.23410650459726,4.143134726391533,3.970291913552122,4.127134385045092,3.8501476017100584
236,3.091042453358316,4.276666119016055,2.1972245773362196,4.060443010546419,3.871201010907891,4.31748811353631,4.330733340286331,4.442651256490317,4.382026634673881,4.330733340286331,3.7376696182833684,4.143134726391533,4.31748811353631,4.382026634673881,4.0943445622221,4.31748811353631,4.248495242049359,3.9318256327243257
237,3.1354942159291497,4.382026634673881,1.9459101490553132,4.23410650459726,4.174387269895637,4.477336814478207,4.394449154672439,4.430816798843313,4.454347296253507,4.060443010546419,4.3694478524670215,4.276666119016055,4.465908118654584,4.430816798843313,4.30406509320417,4.31748811353631,4.465908118654584,4.290459441148391
238,3.044522437723423,4.343805421853684,2.4849066497880004,4.290459441148391,4.0943445622221,4.442651256490317,4.0943445622221,4.5217885770490405,4.394449154672439,4.31748811353631,3.5553480614894135,3.4011973816621555,4.23410650459726,4.290459441148391,4.248495242049359,3.871201010907891,4.356708826689592,3.4965075614664802
239,3.091042453358316,4.30406509320417,1.9459101490553132,4.31748811353631,4.143134726391533,4.248495242049359,4.290459441148391,4.23410650459726,4.31748811353631,4.48863636973214,4.189654742026425,4.189654742026425,4.31748811353631,4.330733340286331,4.060443010546419,4.204692619390966,4.31748811353631,4.127134385045092
240,3.044522437723423,4.442651256490317,2.0794415416798357,4.430816798843313,3.970291913552122,4.454347296253507,4.356708826689592,4.356708826689592,4.465908118654584,4.406719247264253,4.23410650459726,3.6375861597263857,4.406719247264253,4.430816798843313,4.430816798843313,3.7376696182833684,4.430816798843313,3.828641396489095
241,3.091042453358316,4.31748811353631,2.0794415416798357,4.219507705176107,4.02535169073515,4.394449154672439,4.204692619390966,4.3694478524670215,4.343805421853684,4.343805421853684,4.219507705176107,3.8918202981106265,4.31748811353631,4.330733340286331,4.127134385045092,4.060443010546419,4.290459441148391,4.04305126783455
242,3.091042453358316,4.356708826689592,1.791759469228055,4.330733340286331,3.871201010907891,4.430816798843313,4.0943445622221,4.454347296253507,4.394449154672439,4.30406509320417,4.04305126783455,3.4011973816621555,4.290459441148391,4.330733340286331,4.30406509320417,4.127134385045092,4.330733340286331,3.5263605246161616
243,3.091042453358316,4.330733340286331,1.9459101490553132,4.007333185232471,3.6888794541139363,4.1588830833596715,4.30406509320417,4.204692619390966,4.290459441148391,4.406719247264253,4.382026634673881,4.31748811353631,4.127134385045092,4.30406509320417,3.6888794541139363,4.356708826689592,4.248495242049359,4.330733340286331
